peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
80.16,1.68,M,26,0,11,0,0,0,3,N,3,4,4
58.97,1.81,V,40,40,3,1,1,2,0,N,0,1,1
80.41,1.71,M,53,0,0,3,15,8,0,N,0,1,1
81.21,1.7,V,43,0,0,1,12,11,0,N,0,1,3
80.13,1.6,M,33,0,1,1,0,5,0,N,0,1,0
77.71,1.66,M,37,0,10,3,0,2,0,S,2,3,4
90.64,1.67,M,74,0,15,0,0,0,0,N,3,3,2
53.87,1.73,M,31,30,0,0,1,0,0,N,1,3,4
75.58,1.62,M,50,0,10,0,2,0,0,N,2,3,4
83.27,1.8,V,27,0,0,1,16,5,0,N,2,3,4
77.42,1.62,M,18,0,12,1,11,9,0,N,1,2,2
51.41,1.69,M,34,170,13,0,0,10,0,N,2,2,1
80.34,1.7,M,76,0,5,5,0,2,0,N,2,3,4
75.69,1.74,V,59,0,0,0,0,0,7,N,0,0,0
55.76,1.76,V,38,90,3,0,6,12,0,N,1,2,1
92.34,1.8,V,43,0,0,0,0,0,0,S,2,3,4
79.1,1.6,M,60,0,0,1,15,13,0,N,2,2,2
88.75,1.79,V,25,0,11,2,0,0,1,N,1,4,4
77.05,1.65,M,32,0,0,2,13,12,1,N,1,3,2
79.64,1.66,V,42,0,3,0,0,1,0,S,2,1,1
84.9,1.77,V,33,0,5,4,0,0,0,N,2,2,3
69.61,1.63,M,28,0,0,0,0,0,0,N,0,1,2
78.72,1.74,V,51,0,0,1,11,3,0,N,1,3,3
76.23,1.65,M,27,0,0,0,0,0,0,N,1,3,4
75.72,1.7,V,48,0,4,10,0,0,0,N,1,2,1
73.85,1.66,M,18,0,0,3,1,4,4,N,2,4,4
81.15,1.6,M,18,0,3,0,6,7,0,N,2,2,2
81.88,1.62,M,18,0,0,4,0,9,0,N,2,2,3
98.5,1.76,V,39,0,19,0,12,9,0,N,1,0,0
80.41,1.71,V,35,0,5,2,6,4,0,N,2,2,3
52.02,1.7,V,32,20,3,4,0,0,0,N,1,2,0
84.77,1.74,V,45,0,4,5,0,4,0,N,0,1,2
72.19,1.6,M,50,0,0,3,0,1,0,N,0,3,4
75.72,1.7,V,18,0,0,0,21,5,0,N,3,4,2
86.87,1.64,M,45,0,0,3,0,5,0,N,3,4,2
72.79,1.67,M,72,0,0,5,8,1,0,N,0,2,1
79.84,1.61,M,79,0,18,0,18,10,0,N,0,0,1
87.72,1.77,V,36,0,0,0,6,4,0,N,0,1,1
92.41,1.85,V,28,0,0,1,5,0,0,N,1,3,2
76.05,1.66,M,40,0,0,2,7,5,0,N,0,0,0
77.4,1.69,M,40,0,0,8,3,1,0,N,3,4,3
45.51,1.59,M,40,40,2,0,0,0,0,N,0,1,1
59.62,1.82,V,18,30,4,0,6,7,0,N,1,2,2
49,1.65,M,35,60,0,0,0,0,0,N,1,1,0
84.67,1.68,M,46,0,14,3,16,7,0,N,3,4,4
90.11,1.65,M,57,0,17,0,6,9,0,N,0,3,2
48.41,1.64,M,33,50,15,0,0,3,0,N,2,3,4
57.67,1.79,V,58,20,0,2,18,12,0,N,1,2,2
86.73,1.67,M,61,0,6,0,2,1,0,N,2,2,0
92.6,1.72,M,41,0,9,1,6,8,0,N,0,0,0
72.32,1.61,M,51,0,0,2,0,0,0,N,1,1,2
87.19,1.74,M,52,0,0,5,1,1,0,N,3,3,4
81.57,1.66,M,45,0,0,1,20,11,0,N,2,4,4
85.9,1.67,V,41,0,0,1,8,5,1,N,3,4,4
84.95,1.68,M,63,0,0,0,7,0,0,N,1,2,3
83.83,1.68,M,18,0,0,1,0,0,0,N,3,3,2
72.19,1.6,M,39,0,0,0,0,0,0,N,1,3,4
84.56,1.76,V,48,0,0,4,0,0,4,N,0,0,1
55.76,1.76,V,35,130,8,0,5,1,0,N,2,2,1
89.01,1.74,V,47,0,16,0,11,7,0,N,1,2,3
78.26,1.66,M,31,0,6,6,4,0,0,N,1,1,1
52.02,1.7,V,29,50,10,3,16,12,0,N,2,3,2
77.74,1.7,V,49,0,0,1,0,0,0,N,1,3,2
85.5,1.72,V,27,0,4,0,12,8,0,N,0,2,1
40.5,1.5,M,18,50,8,3,0,4,0,S,2,1,0
49,1.65,M,32,20,11,1,0,0,2,N,1,4,4
64.16,1.58,M,35,0,11,0,5,2,3,N,0,3,3
108.11,1.81,V,50,0,0,1,0,7,0,S,4,4,4
80.77,1.63,M,47,0,0,0,4,5,0,N,1,0,0
78.41,1.65,M,26,0,15,0,8,1,1,N,1,3,3
57.86,1.68,M,41,10,5,0,9,11,0,S,3,4,3
73.06,1.63,M,64,0,0,2,20,8,0,N,2,4,3
84.47,1.74,V,18,0,11,4,2,0,2,N,1,2,1
52.02,1.7,V,56,190,13,0,0,0,1,N,3,4,4
41.04,1.51,M,69,70,0,2,0,2,0,N,3,4,4
93.71,1.67,V,64,0,6,0,5,11,0,N,2,4,4
83.04,1.71,V,46,0,0,4,0,0,0,N,1,3,4
95.72,1.76,V,23,0,12,2,6,6,0,N,1,1,0
93.05,1.77,V,30,0,24,4,0,1,0,N,1,3,4
86.83,1.79,V,48,0,0,2,12,4,0,N,0,1,2
87.27,1.72,V,42,0,0,0,0,3,0,N,1,2,3
53.25,1.72,M,20,90,0,0,0,5,0,N,2,4,4
56.39,1.77,V,20,20,0,0,6,6,0,N,1,2,3
55.76,1.76,V,61,30,1,0,13,0,0,S,1,1,2
84.7,1.73,M,38,0,2,0,16,8,0,N,1,2,1
47.82,1.63,M,55,60,11,0,24,0,3,N,2,3,4
74.5,1.6,M,38,0,0,2,0,5,0,N,2,2,2
84.25,1.69,M,46,0,12,0,6,0,2,N,2,2,1
83.31,1.65,M,64,0,0,0,0,0,0,N,1,0,0
50.8,1.68,V,47,50,0,5,0,0,6,N,4,4,4
51.41,1.69,V,52,90,8,2,15,11,0,N,3,4,3
75.19,1.63,M,38,0,0,0,0,0,0,N,0,2,1
102.92,1.84,V,62,0,12,2,13,6,0,N,1,1,2
46.08,1.6,M,33,50,13,0,7,2,0,N,1,1,0
52.63,1.71,V,32,100,0,2,0,0,2,N,1,2,1
86.25,1.69,M,44,0,7,2,0,2,0,N,2,3,2
83.8,1.73,V,59,0,0,4,0,0,0,N,1,2,2
78.63,1.57,M,55,0,0,0,6,7,0,N,1,2,2
64.77,1.6,M,65,0,0,0,9,1,0,N,0,1,2
87.8,1.81,V,32,0,0,0,0,0,0,N,2,3,3
92.31,1.76,V,18,0,4,4,0,5,0,N,2,3,3
89.01,1.7,V,33,0,1,5,0,5,0,N,2,3,2
49,1.65,M,51,30,0,0,17,15,0,N,3,4,4
81.13,1.65,M,22,0,10,3,0,0,0,N,2,3,2
54.5,1.74,V,52,80,0,0,0,0,0,N,2,4,4
61.99,1.71,V,43,10,5,1,7,13,0,N,0,1,1
87.57,1.72,M,39,0,9,0,0,3,0,N,1,3,4
78.14,1.65,M,49,0,0,0,5,0,0,N,2,3,2
87.08,1.66,M,37,0,0,0,0,6,0,N,2,3,4
79.22,1.65,M,92,0,0,1,0,0,1,N,0,0,2
91.26,1.75,V,44,0,1,2,12,10,0,N,1,3,2
55.76,1.76,V,35,40,0,3,7,17,0,N,1,2,2
81.41,1.6,M,75,0,0,0,9,12,0,N,3,4,3
67.51,1.64,M,32,0,0,4,0,0,0,N,0,2,3
53.87,1.73,V,35,110,6,0,15,7,3,N,2,1,1
53.25,1.72,V,41,110,32,1,8,9,2,S,2,3,4
64.51,1.54,M,21,0,0,5,14,8,0,N,1,1,1
109.17,1.83,V,55,0,0,1,8,9,0,N,1,1,0
53.25,1.72,V,42,40,6,6,2,0,0,N,0,2,2
82.98,1.68,V,39,0,0,4,0,2,0,N,1,1,1
58.97,1.81,V,65,90,5,0,0,0,1,N,2,4,4
83.68,1.69,M,23,0,0,1,3,4,0,N,1,2,2
55.76,1.76,V,18,180,6,0,0,0,0,N,3,4,4
84.13,1.58,M,68,0,0,0,13,19,0,N,1,1,2
89.1,1.82,V,18,0,4,0,15,8,0,N,0,0,0
49,1.65,M,33,200,0,0,17,4,0,N,0,2,3
58.97,1.81,V,40,30,0,0,23,11,0,N,2,3,2
82.36,1.7,M,32,0,0,2,0,0,0,N,1,2,2
101.25,1.79,V,62,0,0,1,0,5,0,N,1,2,1
84.91,1.72,M,51,0,1,1,1,0,0,N,1,2,1
98.05,1.82,V,50,0,1,0,0,0,0,N,2,4,4
83.34,1.71,V,28,0,4,0,5,11,0,N,0,3,4
70.93,1.73,V,30,0,0,3,2,0,7,N,0,1,2
90.36,1.79,V,60,0,14,7,3,0,0,N,0,1,1
49,1.65,M,22,70,0,0,0,0,0,N,1,2,3
50.2,1.67,M,18,30,13,8,0,9,0,N,1,2,3
89.62,1.74,V,52,0,5,0,3,0,0,N,0,0,1
44.37,1.57,M,32,30,0,2,6,0,0,N,2,4,2
104.45,1.79,V,63,0,6,6,0,11,0,N,0,0,0
82.03,1.64,M,35,0,8,0,0,2,0,N,1,2,2
82.41,1.62,M,52,0,9,2,0,5,0,N,1,3,4
57.03,1.78,M,51,40,8,2,7,4,0,N,2,3,3
96.51,1.85,V,44,0,0,3,5,6,5,N,2,4,4
64.28,1.61,M,25,0,3,2,13,0,2,N,1,3,3
86.39,1.72,V,29,0,0,0,0,5,0,N,2,3,3
78.37,1.67,M,43,0,0,5,0,0,0,N,3,3,4
50.8,1.68,M,34,40,4,0,2,0,3,N,0,2,2
50.2,1.67,V,31,20,0,2,0,0,0,N,1,2,4
81.11,1.69,M,60,0,4,3,5,5,0,N,1,1,0
47.82,1.63,M,56,40,1,3,7,5,10,N,1,0,0
90.35,1.85,V,24,0,0,1,16,7,0,N,3,4,4
58.32,1.8,V,37,110,0,3,4,0,0,N,1,1,2
69.63,1.6,M,23,0,0,5,0,0,0,N,1,1,1
47.24,1.62,M,32,30,0,0,0,4,0,N,0,1,2
76.87,1.7,V,46,0,6,3,13,0,0,N,1,1,1
84.53,1.75,V,58,0,0,3,15,7,0,N,1,4,4
55.12,1.75,M,23,40,1,1,0,0,1,N,1,2,1
79.77,1.65,M,30,0,0,0,21,16,0,N,2,3,4
55.76,1.76,M,46,20,8,6,0,0,0,S,1,3,3
86.36,1.75,V,45,0,7,0,0,0,0,N,0,2,3
78.09,1.75,V,41,0,0,0,12,0,0,N,1,1,1
88.13,1.67,M,47,0,0,2,12,9,0,N,1,1,1
43.8,1.56,M,39,140,0,4,6,6,0,N,0,1,2
78.66,1.71,V,18,0,0,2,15,5,0,N,0,2,0
87.15,1.79,V,36,0,0,2,9,6,5,N,1,1,0
80.44,1.68,M,35,0,1,0,0,3,0,N,0,2,0
76.03,1.71,M,49,0,0,4,0,0,0,N,0,1,3
82.96,1.74,V,18,0,8,1,0,0,0,N,1,2,2
76.49,1.68,M,49,0,4,5,0,0,4,N,1,1,2
89.29,1.77,M,28,0,5,0,12,11,0,N,1,3,3
99.13,1.83,V,31,0,17,3,1,0,0,N,1,1,1
82.01,1.73,V,28,0,0,0,8,0,0,S,1,1,2
58.97,1.81,V,55,10,4,1,19,9,0,N,0,2,1
55.12,1.75,V,42,80,0,2,0,1,1,N,1,2,2
71.93,1.71,V,18,0,0,4,5,3,6,N,0,1,2
49,1.65,M,21,150,0,0,2,0,0,N,2,3,2
85.49,1.76,V,29,0,0,0,1,0,0,N,0,2,3
53.25,1.72,M,57,70,0,3,0,0,3,N,2,0,0
71.68,1.6,M,55,0,0,1,0,0,0,N,1,2,2
46.08,1.6,M,48,110,0,3,0,2,0,N,1,2,2
51.41,1.69,M,19,20,0,2,0,6,0,N,1,3,3
61.61,1.85,V,57,10,0,7,9,0,0,N,1,1,2
60.28,1.83,V,51,30,8,2,8,4,3,N,0,0,1
81.97,1.69,V,18,0,0,3,8,4,0,N,3,4,4
86.79,1.73,V,18,0,12,0,0,0,0,N,2,3,3
86.67,1.75,V,38,0,0,1,0,1,0,N,1,2,2
99.59,1.81,V,24,0,15,0,0,1,0,N,0,0,0
85.75,1.75,V,26,0,0,3,0,7,0,N,0,2,3
104.21,1.87,V,61,0,1,5,0,1,0,N,2,3,2
77.73,1.64,M,63,0,0,2,9,5,0,S,2,3,4
89.12,1.75,V,32,0,0,1,0,0,0,N,2,2,3
72.96,1.62,M,18,0,10,0,9,0,0,N,2,4,3
75.72,1.63,M,37,0,11,4,8,4,0,N,1,3,4
88.89,1.71,V,24,0,0,2,3,7,0,N,1,2,2
53.25,1.72,V,38,40,2,3,3,0,0,N,3,3,2
58.19,1.71,V,29,10,19,0,0,0,0,N,1,2,1
81.01,1.66,M,32,0,0,0,0,2,0,N,1,2,1
83.96,1.78,V,37,0,13,4,8,0,5,N,2,4,3
83.86,1.74,V,38,0,0,4,23,16,0,N,1,3,2
54.5,1.74,V,27,100,17,0,0,0,0,N,1,2,2
46.08,1.6,M,31,50,0,0,12,0,0,N,0,2,0
76.3,1.74,V,49,0,9,6,0,1,3,N,0,1,2
51.41,1.69,M,18,120,2,0,6,0,0,N,2,2,3
55.12,1.75,M,52,30,0,4,4,7,0,N,0,2,0
72.96,1.6,M,49,0,0,5,2,0,0,N,2,2,3
97.9,1.78,V,52,0,4,0,0,4,0,N,1,2,3
85.23,1.79,V,27,0,0,0,9,0,3,N,1,3,3
52.63,1.71,V,30,140,2,3,4,4,1,N,2,3,4
50.2,1.67,M,58,60,13,3,0,9,0,N,2,4,3
55.12,1.75,V,38,120,12,1,0,0,0,N,1,2,0
85.52,1.68,M,45,0,0,0,18,16,0,N,0,3,4
99.84,1.75,M,63,0,3,0,0,5,1,N,3,4,4
95.4,1.82,V,60,0,0,0,6,2,0,N,0,1,2
56.39,1.77,V,26,10,7,5,2,7,0,N,2,3,2
77.75,1.76,V,32,0,0,1,20,6,0,N,0,0,0
86.07,1.64,M,59,0,0,1,0,8,0,N,2,2,1
90.54,1.69,M,58,0,1,0,0,0,0,N,1,2,2
43.8,1.56,M,19,40,0,0,6,7,0,N,0,0,0
71.54,1.61,V,38,0,0,0,3,2,0,N,3,4,4
82.3,1.8,V,18,0,0,4,0,0,0,N,1,2,3
86.03,1.65,M,58,0,0,0,0,9,0,N,0,0,0
79.97,1.63,V,56,0,15,0,4,2,7,N,4,4,3
86.19,1.79,V,30,0,0,0,28,13,0,N,0,1,3
47.24,1.62,M,33,180,14,2,8,6,0,N,0,1,1
85.97,1.66,M,26,0,12,0,8,5,0,N,3,4,3
53.25,1.72,V,53,140,2,0,10,6,0,N,0,0,0
43.8,1.56,M,47,10,0,1,0,7,2,N,3,4,2
59.62,1.82,V,26,50,0,3,2,8,0,N,2,3,3
52.02,1.7,V,40,120,20,0,17,4,0,N,2,1,0
69.29,1.53,M,31,0,0,3,15,13,0,N,0,1,1
50.8,1.68,V,27,10,0,0,4,2,0,N,2,4,4
83.26,1.68,V,38,0,0,2,14,10,0,N,2,2,4
88.59,1.76,V,32,0,0,1,4,3,0,N,0,0,0
50.2,1.67,M,59,180,0,0,27,9,0,N,2,3,4
91.07,1.76,V,48,0,13,3,0,0,0,N,0,1,1
49,1.65,M,22,50,16,2,14,19,0,N,2,4,4
46.66,1.61,V,45,10,0,4,0,1,0,N,2,2,1
85.08,1.74,V,23,0,0,0,0,0,0,N,1,1,0
85.11,1.69,M,46,0,14,1,0,0,1,N,0,2,0
70.51,1.61,M,35,0,6,1,13,2,0,N,2,2,3
82.94,1.66,M,51,0,0,1,2,0,0,N,4,4,4
94.42,1.87,V,21,0,0,7,1,5,0,N,0,0,0
73.33,1.63,M,18,0,8,2,2,0,0,N,2,4,4
92.4,1.71,M,22,0,1,0,1,12,0,N,2,4,4
52.63,1.71,V,18,60,0,0,0,0,0,N,0,1,0
50.8,1.68,V,30,120,6,1,2,0,1,N,2,4,3
82.26,1.69,M,48,0,12,1,4,1,7,N,1,0,0
80.84,1.74,M,27,0,0,0,0,1,0,N,0,2,3
79.97,1.69,M,30,0,14,0,23,8,0,N,2,3,2
85.38,1.74,V,26,0,2,0,8,3,0,S,1,3,4
99.63,1.77,V,54,0,12,3,3,7,0,N,1,3,3
73.69,1.69,V,18,0,0,0,3,0,0,N,1,4,4
88.89,1.73,V,79,0,0,2,0,0,0,N,1,0,0
60.16,1.6,M,44,0,6,0,17,2,7,N,0,1,0
82.46,1.71,M,32,0,0,0,4,0,0,N,1,2,2
88.29,1.73,V,39,0,9,1,0,0,0,N,0,1,1
57.67,1.79,V,21,120,0,0,11,6,4,N,2,3,4
49,1.65,M,70,100,0,1,4,8,0,N,3,4,2
55.12,1.75,V,18,130,0,0,1,1,0,N,2,3,3
53.25,1.72,V,29,200,12,0,19,5,0,S,0,0,0
86.18,1.78,V,38,0,0,1,0,3,0,N,1,3,2
57.03,1.78,V,59,100,9,2,22,13,4,N,2,3,2
81.13,1.65,V,38,0,13,5,0,0,0,N,1,1,2
51.41,1.69,M,46,50,1,0,1,0,0,N,1,2,2
92.82,1.69,M,30,0,10,0,0,8,NA,N,2,2,3
75.08,1.74,V,30,0,3,6,3,1,2,N,1,2,1
55.76,1.76,V,40,30,7,9,0,9,0,S,2,4,4
58.32,1.8,M,24,40,0,8,0,0,0,N,1,3,3
49,1.65,M,22,60,0,0,6,3,0,N,2,1,0
82.55,1.67,M,50,0,0,4,0,6,0,N,1,3,4
97.19,1.74,V,55,0,20,0,10,8,1,N,1,1,1
55.12,1.75,V,38,70,0,0,11,4,0,N,1,1,0
86.49,1.73,M,57,0,0,0,0,0,0,N,1,0,1
52.63,1.71,V,25,10,0,4,0,3,0,N,1,3,3
91.69,1.8,V,57,0,1,2,2,0,0,N,0,2,1
77.94,1.62,M,53,0,0,1,14,11,0,S,0,0,1
60.93,1.6,M,23,0,5,0,17,0,0,N,0,2,1
89.03,1.78,V,49,0,0,5,2,0,0,S,1,1,0
79.69,1.69,M,45,0,0,6,25,15,0,N,2,2,2
53.87,1.73,V,66,40,15,0,0,0,0,N,1,1,2
73.91,1.67,M,56,0,10,0,10,0,0,N,1,0,0
53.25,1.72,V,30,30,0,0,23,12,0,N,2,3,3
50.2,1.67,M,46,40,16,4,4,1,0,N,2,3,4
101.12,1.74,V,61,0,1,0,20,18,0,N,2,3,3
59.62,1.82,V,39,170,11,3,8,1,1,N,1,1,1
46.08,1.6,M,38,10,4,4,0,0,1,N,2,4,4
70.86,1.62,M,43,0,0,4,0,0,0,N,0,2,3
53.87,1.73,M,38,80,0,0,10,1,0,N,3,4,3
53.25,1.72,M,47,60,0,0,0,0,0,N,2,2,3
86.79,1.73,V,18,0,0,2,0,4,1,N,1,2,4
47.82,1.63,M,65,40,0,0,4,0,0,N,0,0,0
84.25,1.69,M,45,0,3,3,0,0,0,N,2,3,2
75.32,1.62,V,51,0,0,1,8,7,3,N,2,3,2
82.26,1.69,V,22,0,0,1,14,11,0,N,1,2,2
77.19,1.64,M,33,0,5,0,1,0,0,N,2,2,1
55.12,1.75,V,44,20,12,1,7,6,0,N,3,4,4
80.04,1.65,M,18,0,0,0,7,13,0,N,1,0,1
50.8,1.68,M,36,90,10,0,13,10,0,N,2,3,1
78.11,1.63,M,34,0,4,0,0,6,2,N,0,2,2
82.84,1.72,V,45,0,7,5,0,0,0,N,0,0,0
89.77,1.81,V,39,0,0,4,8,7,0,N,1,4,3
86.36,1.75,V,35,0,0,1,0,0,0,N,2,3,4
50.2,1.67,M,38,80,0,0,21,14,0,N,1,2,2
54.5,1.74,V,68,120,19,0,15,4,4,N,2,3,3
79.29,1.72,V,58,0,3,0,13,2,0,N,2,3,2
58.97,1.81,V,60,60,0,1,0,3,0,N,1,3,2
49,1.65,M,55,160,12,3,3,0,4,N,1,2,2
80.54,1.69,M,40,0,8,0,10,1,0,N,0,2,0
89.34,1.72,V,41,0,0,5,1,6,0,N,1,2,3
71.28,1.61,M,66,0,0,6,0,0,0,N,2,2,3
84.5,1.67,M,24,0,22,0,6,3,0,N,1,1,0
92.6,1.79,V,39,0,0,1,2,0,0,N,3,4,2
57.03,1.78,V,41,40,8,3,10,1,0,N,2,3,4
93.99,1.77,V,45,0,0,1,17,15,0,N,1,2,2
85.21,1.65,M,49,0,3,3,11,7,0,N,2,2,2
50.8,1.68,M,32,80,0,0,0,2,1,N,1,1,3
78.83,1.69,V,58,0,6,7,0,0,0,N,2,4,4
97.88,1.76,V,41,0,9,0,20,19,0,N,1,3,4
71.47,1.63,M,66,0,18,9,11,2,0,N,1,3,4
68.23,1.62,M,26,0,0,5,0,0,0,N,0,0,0
81.23,1.64,M,23,0,6,0,0,10,0,N,1,2,3
86.65,1.68,V,46,0,0,2,24,17,0,N,1,1,4
73.02,1.66,V,38,0,3,0,2,0,0,N,1,2,2
50.8,1.68,M,41,50,0,0,6,10,0,N,2,3,3
92.52,1.78,V,20,0,9,6,0,4,0,N,1,1,1
53.25,1.72,V,53,70,11,4,0,0,0,N,4,4,4
76.3,1.7,M,34,0,0,2,9,7,0,N,1,1,1
86.47,1.77,V,37,0,4,0,10,0,0,N,2,2,2
89.39,1.79,V,45,0,0,1,2,4,0,N,0,2,1
58.85,1.76,V,37,10,0,0,5,0,0,N,4,4,4
83.94,1.76,V,22,0,0,0,5,0,0,N,0,1,0
85.79,1.72,M,21,0,0,0,0,0,0,N,2,4,2
83.33,1.78,V,70,0,0,4,10,0,0,N,0,0,0
69.27,1.59,M,35,0,0,4,0,0,0,N,2,3,1
76.61,1.66,M,40,0,7,0,5,0,0,N,0,0,1
87.08,1.66,M,47,0,6,0,0,7,0,S,2,3,2
52.02,1.7,V,36,30,3,0,15,8,5,N,0,0,0
55.12,1.75,V,27,170,0,7,0,1,0,N,0,0,0
67.29,1.57,M,34,0,8,4,0,3,0,N,0,2,1
90.23,1.72,V,46,0,10,0,7,7,0,N,0,0,0
84.21,1.71,V,65,0,6,3,8,1,0,N,0,2,2
66.05,1.6,M,18,0,0,0,8,5,0,N,1,3,2
85.5,1.72,M,22,0,14,0,28,13,0,N,1,4,4
90.82,1.72,V,42,0,9,0,0,0,0,N,1,2,1
98.69,1.79,V,18,0,7,0,13,13,1,N,1,1,1
47.24,1.62,M,34,30,2,1,0,3,0,N,0,1,0
56.39,1.77,V,18,30,9,0,0,3,0,N,2,3,2
71.38,1.62,M,18,0,0,0,0,1,0,N,0,2,0
87.45,1.82,V,18,0,0,1,7,0,0,N,1,2,1
92.57,1.68,M,39,0,15,2,9,14,0,N,1,3,4
50.8,1.68,V,39,40,2,5,3,0,1,N,1,4,3
92.71,1.81,V,18,0,3,4,0,3,0,N,1,1,1
71.12,1.62,M,24,0,0,0,0,0,0,N,1,2,4
86.41,1.7,V,31,0,0,3,15,11,0,N,1,2,1
53.87,1.73,M,73,30,12,0,5,0,0,N,3,4,4
55.76,1.76,V,43,80,0,2,13,10,0,N,1,1,0
54.5,1.74,V,19,90,0,0,0,0,0,N,1,2,3
63.1,1.57,M,26,0,1,3,18,0,0,N,2,2,0
54.5,1.74,M,35,10,9,1,13,7,0,N,0,1,1
66.69,1.66,M,40,0,0,4,11,0,0,N,2,4,4
62.1,1.78,V,28,10,0,5,0,8,0,N,1,1,0
89.91,1.77,V,50,0,0,0,0,1,0,S,2,3,3
54.5,1.74,V,49,90,0,1,16,13,1,N,1,2,3
80.79,1.78,V,49,0,5,8,0,1,2,N,0,0,1
77.05,1.63,M,52,0,8,2,21,11,0,N,2,4,4
53.87,1.73,V,33,40,0,3,3,0,0,N,1,2,3
89.73,1.75,V,18,0,13,5,0,0,0,N,1,2,2
85.2,1.72,V,60,0,9,0,10,4,0,N,0,1,1
49.6,1.66,M,48,80,0,0,0,0,0,N,2,1,1
72.65,1.58,M,59,0,9,0,7,0,0,S,1,2,2
92.92,1.79,V,48,0,0,3,1,0,0,N,2,3,3
108.84,1.85,V,26,0,10,6,1,9,0,N,3,4,4
44.37,1.57,M,47,90,2,3,4,3,0,N,0,0,0
85.98,1.74,V,57,0,4,0,0,3,0,N,0,0,1
72.51,1.67,M,27,0,12,7,0,0,0,N,2,4,4
91.37,1.8,V,47,0,0,1,2,0,1,N,1,2,3
78.14,1.65,M,18,0,0,0,23,12,0,N,1,1,1
49,1.65,M,68,10,0,3,11,0,0,S,1,2,2
78.93,1.67,M,38,0,0,1,0,0,0,N,1,1,1
53.87,1.73,V,41,100,0,4,0,4,5,N,0,2,2
99.7,1.82,V,59,0,0,4,8,3,1,N,3,3,2
77.71,1.66,M,40,0,0,3,0,0,0,N,2,2,4
85.51,1.81,V,36,0,0,4,2,0,0,N,1,3,4
93.25,1.74,V,46,0,24,0,18,7,0,N,1,2,1
52.02,1.7,M,38,140,11,0,11,3,0,N,2,2,3
79.31,1.68,V,59,0,0,0,14,7,2,S,2,2,1
75.99,1.63,M,48,0,0,1,24,19,0,N,0,1,3
57.67,1.79,V,24,80,0,1,13,9,0,N,1,4,3
85.68,1.69,V,34,0,0,0,0,10,0,N,1,2,3
84.73,1.83,V,18,0,0,6,6,7,0,N,0,1,2
75.31,1.64,M,53,0,3,4,6,3,0,N,0,0,0
83.56,1.74,V,28,0,0,2,0,3,0,N,1,2,4
87.86,1.72,M,32,0,5,0,20,9,0,N,1,1,0
48.41,1.64,M,24,30,0,0,0,0,0,N,1,1,1
84.4,1.65,M,46,0,13,7,21,15,0,N,1,3,3
74.13,1.63,M,61,0,0,1,0,0,0,N,2,4,4
95.05,1.78,V,57,0,0,2,0,0,0,N,2,3,3
96.95,1.78,V,37,0,12,4,0,8,0,N,2,2,3
52.02,1.7,M,54,130,21,0,4,13,1,N,0,3,3
81.11,1.73,M,24,0,0,5,0,1,0,N,0,0,0
84.78,1.67,M,40,0,14,0,0,0,0,N,1,2,3
98.17,1.73,V,27,0,11,0,4,14,0,N,1,3,2
95.17,1.73,V,24,0,14,0,10,7,0,N,2,3,1
95.91,1.71,M,66,0,1,0,2,10,0,S,1,2,1
80.5,1.63,M,43,0,8,0,12,7,0,S,2,3,3
60.84,1.56,M,38,0,0,6,0,1,0,N,1,1,1
49.6,1.66,M,32,90,2,5,25,11,2,N,2,4,4
81.84,1.66,M,26,0,2,1,0,0,0,N,1,1,2
93.99,1.77,V,35,0,0,1,11,10,0,N,1,2,3
91.48,1.77,V,54,0,1,0,0,2,1,S,1,1,0
67.75,1.55,M,34,0,16,1,10,0,0,N,1,2,1
89.35,1.78,V,33,0,0,3,0,0,0,N,1,1,2
78.74,1.68,M,29,0,0,0,6,8,0,N,2,4,4
89.77,1.81,V,40,0,1,5,5,5,0,N,2,4,4
84.02,1.72,V,50,0,10,4,0,0,0,N,0,2,2
77.49,1.71,V,43,0,0,0,7,5,0,N,0,2,1
85.28,1.61,M,51,0,14,1,5,9,0,N,1,4,4
80.17,1.72,V,40,0,0,2,0,0,0,N,0,0,0
69.39,1.64,M,38,0,0,0,28,9,4,S,3,4,2
87.5,1.74,V,62,0,0,2,0,2,0,N,1,2,1
51.41,1.69,M,28,50,11,4,0,0,0,N,3,4,4
47.82,1.63,M,72,50,0,1,14,10,0,N,3,4,4
81.65,1.72,V,19,0,0,4,0,0,0,N,0,1,0
83.34,1.71,M,43,0,0,3,1,2,0,N,3,4,4
50.8,1.68,M,57,110,0,0,0,0,3,N,1,3,3
54.5,1.74,V,40,50,0,7,0,8,0,N,1,0,0
52.02,1.7,M,33,120,0,2,17,5,0,N,2,4,4
92.6,1.79,V,32,0,0,0,0,0,0,N,1,2,0
96.18,1.86,V,43,0,7,5,4,1,0,N,1,1,1
87.59,1.75,V,34,0,0,0,0,0,0,N,0,1,0
86.55,1.71,M,39,0,0,3,11,10,0,N,1,2,4
47.24,1.62,M,69,140,0,0,15,15,0,N,1,2,2
52.63,1.71,M,30,30,0,1,0,0,0,N,0,3,2
76.6,1.59,M,25,0,0,0,12,15,0,N,0,0,0
89.62,1.74,V,31,0,11,2,5,8,4,N,2,3,3
66.67,1.71,V,57,0,0,4,0,0,13,N,1,2,1
